TBS,赤江珠緒たまむすび,
TBS,金曜たまむすび,
TBS,JUNK,
TBS,アフター６ジャンクション,
TBS,東京ポッド許可局,
TBS,ハライチのターン,
TBS,アシタノカレッジ,
TBS,宮藤さんに言ってもしょうがないんですけど,
TBS,安住紳一郎の日曜天国,
TBS,爆笑問題の日曜サンデー,
TBS,ラジオ寄席,
TBS,文化系トークラジオ,
TBS,伊集院光と,
ニッポン放送,佐久間宣行のオールナイトニッポン0,
文化放送,青山二丁目劇場,
文化放送,大竹まこと　ゴールデンラジオ,
文化放送,志の輔ラジオ,
NHK,東京０３の好きにさせるか,
NHK,タカアンドトシ,
CBC,チュウモリ,
CBC,RADIO_MIKU,
ラジオ関西,ロンハールーム,
ラジオ関西,真夜中劇場「小野坂昌也の作家沼」,
東海ラジオ,絵守,
